__anomaly__,__exception__,accept,bind,certopensystemstorea,closesocket,cocreateinstance,cocreateinstanceex,cogetclassobject,coinitializeex,coinitializesecurity,connect,controlservice,copyfilea,copyfileexw,copyfilew,couninitialize,createactctxw,createdirectoryexw,createdirectoryw,createjobobjectw,createprocessinternalw,createremotethread,createremotethreadex,createservicea,createthread,createtoolhelp32snapshot,cryptacquirecontexta,cryptacquirecontextw,cryptcreatehash,cryptdecodeobjectex,cryptdecrypt,cryptencrypt,cryptexportkey,cryptgenkey,crypthashdata,cryptprotectdata,cryptprotectmemory,cryptunprotectdata,cryptunprotectmemory,deletefilew,deleteservice,deleteurlcacheentrya,deleteurlcacheentryw,deviceiocontrol,dnsquery_a,drawtextexa,drawtextexw,enumservicesstatusa,enumwindows,exitwindowsex,findfirstfileexa,findfirstfileexw,findresourcea,findresourceexa,findresourceexw,findresourcew,findwindowa,findwindowexa,findwindowexw,findwindoww,getadaptersaddresses,getadaptersinfo,getaddrinfo,getaddrinfow,getasynckeystate,getbestinterfaceex,getcomputernamea,getcomputernamew,getcursorpos,getdiskfreespaceexw,getdiskfreespacew,getfileattributesexw,getfileattributesw,getfileinformationbyhandle,getfileinformationbyhandleex,getfilesize,getfilesizeex,getfiletype,getfileversioninfosizew,getfileversioninfow,getforegroundwindow,gethostbyname,getkeyboardstate,getkeystate,getnativesysteminfo,getshortpathnamew,getsockname,getsystemdirectorya,getsystemdirectoryw,getsysteminfo,getsystemmetrics,getsystemtimeasfiletime,getsystemwindowsdirectorya,getsystemwindowsdirectoryw,gettemppathw,gettimezoneinformation,getusernamea,getusernameexa,getusernameexw,getusernamew,getvolumenameforvolumemountpointw,getvolumepathnamesforvolumenamew,getvolumepathnamew,globalmemorystatus,globalmemorystatusex,httpopenrequesta,httpopenrequestw,httpqueryinfoa,httpsendrequesta,httpsendrequestw,internetclosehandle,internetconnecta,internetconnectw,internetcrackurla,internetcrackurlw,internetgetconnectedstate,internetgetconnectedstateexa,internetopena,internetopenurla,internetopenurlw,internetopenw,internetqueryoptiona,internetreadfile,internetsetoptiona,internetsetstatuscallback,ioctlsocket,isdebuggerpresent,iwbemservices_execmethod,iwbemservices_execquery,ldrgetdllhandle,ldrgetprocedureaddress,ldrloaddll,ldrunloaddll,listen,loadresource,loadstringa,loadstringw,lookupaccountsidw,lookupprivilegevaluew,messageboxtimeouta,messageboxtimeoutw,module32firstw,module32nextw,movefilewithprogressw,netgetjoininformation,netshareenum,netusergetinfo,netusergetlocalgroups,ntallocatevirtualmemory,ntclose,ntcreatefile,ntcreatekey,ntcreatemutant,ntcreatesection,ntcreatethreadex,ntdelayexecution,ntdeletefile,ntdeletekey,ntdeletevaluekey,ntdeviceiocontrolfile,ntduplicateobject,ntenumeratekey,ntenumeratevaluekey,ntfreevirtualmemory,ntgetcontextthread,ntmapviewofsection,ntopendirectoryobject,ntopenfile,ntopenkey,ntopenkeyex,ntopenmutant,ntopenprocess,ntopensection,ntopenthread,ntprotectvirtualmemory,ntqueryattributesfile,ntquerydirectoryfile,ntqueryinformationfile,ntquerykey,ntquerysysteminformation,ntqueryvaluekey,ntqueueapcthread,ntreadfile,ntreadvirtualmemory,ntresumethread,ntsetcontextthread,ntsetinformationfile,ntsetvaluekey,ntsuspendthread,ntterminateprocess,ntterminatethread,ntunmapviewofsection,ntwritefile,ntwritevirtualmemory,obtainuseragentstring,oleinitialize,openscmanagera,openscmanagerw,openservicea,openservicew,outputdebugstringa,process32firstw,process32nextw,readcabinetstate,readprocessmemory,recv,recvfrom,regclosekey,regcreatekeyexa,regcreatekeyexw,regdeletekeya,regdeletekeyw,regdeletevaluea,regdeletevaluew,regenumkeyexa,regenumkeyexw,regenumkeyw,regenumvaluea,regenumvaluew,registerhotkey,regopenkeyexa,regopenkeyexw,regqueryinfokeya,regqueryinfokeyw,regqueryvalueexa,regqueryvalueexw,regsetvalueexa,regsetvalueexw,removedirectorya,removedirectoryw,rtladdvectoredcontinuehandler,rtladdvectoredexceptionhandler,rtlcompressbuffer,rtlcreateuserthread,rtldecompressbuffer,rtldecompressfragment,searchpathw,select,send,sendnotifymessagew,sendto,setendoffile,seterrormode,setfileattributesw,setfileinformationbyhandle,setfilepointer,setfilepointerex,setfiletime,setinformationjobobject,setsockopt,setstdhandle,setunhandledexceptionfilter,setwindowshookexa,setwindowshookexw,shellexecuteexw,shgetfolderpathw,shgetspecialfolderlocation,shutdown,sizeofresource,socket,startservicea,startservicew,thread32first,thread32next,timegettime,unhookwindowshookex,urldownloadtofilew,uuidcreate,wnetgetprovidernamew,writeconsolea,writeconsolew,writeprocessmemory,wsarecv,wsasend,wsasocketa,wsasocketw,wsastartup
0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,16,1,0,1,0,0,8,234,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,2,0,5,2,1,0,0,0,0,17,7,0,0,6,0,3,0,0,9,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,5,0,0,147,3,6,0,0,0,8,2,12,0,42,7,0,47,178,0,9,69,63,6,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,460,140,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,72,33,82,0,0,0,1,1,0,0,0,0,1,0,0,42,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,194,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,524,0,674,0,0,0,14,0,46,0,0,0,0,194,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,3234,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,569,23,0,0,51,65,5,0,0,0,0,0,0,0,0,0,0,0,225,550,1,0,0,2,1,528,0,0,0,0,4,0,0,164,0,5,0,0,9,0,1,0,4,0,0,4,0,0,0,1,6,0,0,0,100,0,0,0,94,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,26,0,0,0,0,4,25,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,58726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,117,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,51,2,1,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,3,24,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,93,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,9,0,0,0,0,3,0,0,0,0,1,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,137,16,3,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,3,558,1,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,8,0,0,11,0,0,0,4,0,0,0,1,7,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,509,20360,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,0,2,0,7,0,0,0,0,0,0,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,15,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,97,3,2,3,1,0,0,0,0,0,0,4,0,0,8,0,1,0,1,11,19,0,0,0,0,3,0,0,1,0,2,23,0,0,0,0,0,0,0,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0,0,0,949,0,0,0,0,0,1045,0,2,0,0,0,0,0,0,0,1,0,0,0,154,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,18,0,0,0,0,0,3,0,5,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1028,1,0,0,52,645,552,4,0,0,31,3,0,160,0,0,0,0,0,0,0,0,0,196,258,90,0,1,1,0,1146,0,0,0,0,153,0,0,59,0,1,0,2,4,0,0,83,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,80,2988,0,5,0,0,85,74,4,0,0,0,0,0,0,0,0,0,0,6,16,0,0,32,9,78,0,0,0,0,0,0,0,0,0,1,932,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,7,4,0,11,3,7,0,0,0,0,0,0,0,0,0,0,0,32,35,5,0,0,2,0,1,0,0,0,0,0,0,0,6,0,4,0,2,5,0,1,0,2,0,3,2,0,0,0,0,5,0,1,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,26,0,0,0,0,6,23,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,291,32,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,4,0,2,0,1,1,0,0,0,11,5,0,0,4,0,0,1,0,6,0,1,0,0,2,5,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0,1,40,0,10,0,0,40,5,5,0,0,0,0,0,0,0,0,0,0,6,36,0,0,37,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,1,1,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,2,46,0,0,6,2,0,0,0,0,0,3,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,313,44,14,0,20,5,1,0,0,0,0,0,0,0,0,0,0,0,107,95,2,0,4,2,0,2047,0,0,0,0,4,0,0,28,2,3,0,4,16,0,0,0,1,0,8,0,0,1,0,3,15,0,0,0,2,2,0,0,0,9,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,14,40,0,0,3,18,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,19,1,0,3,0,1,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0
0,0,0,2,0,3,0,0,0,1,0,0,0,10,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,2,0,235,0,0,8,0,2,0,0,0,0,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554,8,7,0,27,55,1,0,0,0,0,0,0,0,0,0,0,0,16,69,2,1,2,1,0,4,0,0,0,6,4,0,0,10,0,1,0,0,9,0,0,0,0,0,0,4,68,0,0,1,8,0,0,0,0,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,17,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,149,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,1,352,0,0,0,11,5,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,5,0,0,383,2,5,0,0,0,0,0,0,0,0,0,0,353,32,0,0,31,21,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,65536,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,89,7,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,35,10,3,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,2,0,3,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,2,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,26,2,0,0,0,0,3,0,0,0,0,1,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
